image_path,mask_path,num_classes
./processed/ISIC2018\images\879.png,./processed/ISIC2018\masks\879.png,2
./processed/ISIC2018\images\252.png,./processed/ISIC2018\masks\252.png,2
./processed/ISIC2018\images\112.png,./processed/ISIC2018\masks\112.png,2
./processed/ISIC2018\images\559.png,./processed/ISIC2018\masks\559.png,2
./processed/ISIC2018\images\141.png,./processed/ISIC2018\masks\141.png,2
./processed/ISIC2018\images\871.png,./processed/ISIC2018\masks\871.png,2
./processed/ISIC2018\images\77.png,./processed/ISIC2018\masks\77.png,2
./processed/ISIC2018\images\562.png,./processed/ISIC2018\masks\562.png,2
./processed/ISIC2018\images\650.png,./processed/ISIC2018\masks\650.png,2
./processed/ISIC2018\images\530.png,./processed/ISIC2018\masks\530.png,2
./processed/ISIC2018\images\353.png,./processed/ISIC2018\masks\353.png,2
./processed/ISIC2018\images\625.png,./processed/ISIC2018\masks\625.png,2
./processed/ISIC2018\images\300.png,./processed/ISIC2018\masks\300.png,2
./processed/ISIC2018\images\121.png,./processed/ISIC2018\masks\121.png,2
./processed/ISIC2018\images\724.png,./processed/ISIC2018\masks\724.png,2
./processed/ISIC2018\images\492.png,./processed/ISIC2018\masks\492.png,2
./processed/ISIC2018\images\855.png,./processed/ISIC2018\masks\855.png,2
./processed/ISIC2018\images\426.png,./processed/ISIC2018\masks\426.png,2
./processed/ISIC2018\images\304.png,./processed/ISIC2018\masks\304.png,2
./processed/ISIC2018\images\131.png,./processed/ISIC2018\masks\131.png,2
./processed/ISIC2018\images\867.png,./processed/ISIC2018\masks\867.png,2
./processed/ISIC2018\images\435.png,./processed/ISIC2018\masks\435.png,2
./processed/ISIC2018\images\520.png,./processed/ISIC2018\masks\520.png,2
./processed/ISIC2018\images\869.png,./processed/ISIC2018\masks\869.png,2
./processed/ISIC2018\images\778.png,./processed/ISIC2018\masks\778.png,2
./processed/ISIC2018\images\822.png,./processed/ISIC2018\masks\822.png,2
./processed/ISIC2018\images\273.png,./processed/ISIC2018\masks\273.png,2
./processed/ISIC2018\images\78.png,./processed/ISIC2018\masks\78.png,2
./processed/ISIC2018\images\788.png,./processed/ISIC2018\masks\788.png,2
./processed/ISIC2018\images\551.png,./processed/ISIC2018\masks\551.png,2
./processed/ISIC2018\images\870.png,./processed/ISIC2018\masks\870.png,2
./processed/ISIC2018\images\762.png,./processed/ISIC2018\masks\762.png,2
./processed/ISIC2018\images\62.png,./processed/ISIC2018\masks\62.png,2
./processed/ISIC2018\images\87.png,./processed/ISIC2018\masks\87.png,2
./processed/ISIC2018\images\244.png,./processed/ISIC2018\masks\244.png,2
./processed/ISIC2018\images\662.png,./processed/ISIC2018\masks\662.png,2
./processed/ISIC2018\images\235.png,./processed/ISIC2018\masks\235.png,2
./processed/ISIC2018\images\675.png,./processed/ISIC2018\masks\675.png,2
./processed/ISIC2018\images\661.png,./processed/ISIC2018\masks\661.png,2
./processed/ISIC2018\images\710.png,./processed/ISIC2018\masks\710.png,2
./processed/ISIC2018\images\199.png,./processed/ISIC2018\masks\199.png,2
./processed/ISIC2018\images\301.png,./processed/ISIC2018\masks\301.png,2
./processed/ISIC2018\images\91.png,./processed/ISIC2018\masks\91.png,2
./processed/ISIC2018\images\191.png,./processed/ISIC2018\masks\191.png,2
./processed/ISIC2018\images\478.png,./processed/ISIC2018\masks\478.png,2
./processed/ISIC2018\images\476.png,./processed/ISIC2018\masks\476.png,2
./processed/ISIC2018\images\626.png,./processed/ISIC2018\masks\626.png,2
./processed/ISIC2018\images\205.png,./processed/ISIC2018\masks\205.png,2
./processed/ISIC2018\images\146.png,./processed/ISIC2018\masks\146.png,2
./processed/ISIC2018\images\234.png,./processed/ISIC2018\masks\234.png,2
./processed/ISIC2018\images\461.png,./processed/ISIC2018\masks\461.png,2
./processed/ISIC2018\images\850.png,./processed/ISIC2018\masks\850.png,2
./processed/ISIC2018\images\285.png,./processed/ISIC2018\masks\285.png,2
./processed/ISIC2018\images\806.png,./processed/ISIC2018\masks\806.png,2
./processed/ISIC2018\images\708.png,./processed/ISIC2018\masks\708.png,2
./processed/ISIC2018\images\105.png,./processed/ISIC2018\masks\105.png,2
./processed/ISIC2018\images\745.png,./processed/ISIC2018\masks\745.png,2
./processed/ISIC2018\images\130.png,./processed/ISIC2018\masks\130.png,2
./processed/ISIC2018\images\505.png,./processed/ISIC2018\masks\505.png,2
./processed/ISIC2018\images\326.png,./processed/ISIC2018\masks\326.png,2
./processed/ISIC2018\images\371.png,./processed/ISIC2018\masks\371.png,2
./processed/ISIC2018\images\712.png,./processed/ISIC2018\masks\712.png,2
./processed/ISIC2018\images\612.png,./processed/ISIC2018\masks\612.png,2
./processed/ISIC2018\images\723.png,./processed/ISIC2018\masks\723.png,2
./processed/ISIC2018\images\695.png,./processed/ISIC2018\masks\695.png,2
./processed/ISIC2018\images\334.png,./processed/ISIC2018\masks\334.png,2
./processed/ISIC2018\images\648.png,./processed/ISIC2018\masks\648.png,2
./processed/ISIC2018\images\366.png,./processed/ISIC2018\masks\366.png,2
./processed/ISIC2018\images\471.png,./processed/ISIC2018\masks\471.png,2
./processed/ISIC2018\images\233.png,./processed/ISIC2018\masks\233.png,2
./processed/ISIC2018\images\81.png,./processed/ISIC2018\masks\81.png,2
./processed/ISIC2018\images\805.png,./processed/ISIC2018\masks\805.png,2
./processed/ISIC2018\images\594.png,./processed/ISIC2018\masks\594.png,2
./processed/ISIC2018\images\538.png,./processed/ISIC2018\masks\538.png,2
./processed/ISIC2018\images\230.png,./processed/ISIC2018\masks\230.png,2
./processed/ISIC2018\images\23.png,./processed/ISIC2018\masks\23.png,2
./processed/ISIC2018\images\766.png,./processed/ISIC2018\masks\766.png,2
./processed/ISIC2018\images\839.png,./processed/ISIC2018\masks\839.png,2
./processed/ISIC2018\images\690.png,./processed/ISIC2018\masks\690.png,2
./processed/ISIC2018\images\411.png,./processed/ISIC2018\masks\411.png,2
./processed/ISIC2018\images\515.png,./processed/ISIC2018\masks\515.png,2
./processed/ISIC2018\images\391.png,./processed/ISIC2018\masks\391.png,2
./processed/ISIC2018\images\266.png,./processed/ISIC2018\masks\266.png,2
./processed/ISIC2018\images\209.png,./processed/ISIC2018\masks\209.png,2
./processed/ISIC2018\images\779.png,./processed/ISIC2018\masks\779.png,2
./processed/ISIC2018\images\646.png,./processed/ISIC2018\masks\646.png,2
./processed/ISIC2018\images\227.png,./processed/ISIC2018\masks\227.png,2
./processed/ISIC2018\images\861.png,./processed/ISIC2018\masks\861.png,2
./processed/ISIC2018\images\276.png,./processed/ISIC2018\masks\276.png,2
./processed/ISIC2018\images\647.png,./processed/ISIC2018\masks\647.png,2
./processed/ISIC2018\images\35.png,./processed/ISIC2018\masks\35.png,2
./processed/ISIC2018\images\362.png,./processed/ISIC2018\masks\362.png,2
./processed/ISIC2018\images\459.png,./processed/ISIC2018\masks\459.png,2
./processed/ISIC2018\images\208.png,./processed/ISIC2018\masks\208.png,2
./processed/ISIC2018\images\263.png,./processed/ISIC2018\masks\263.png,2
./processed/ISIC2018\images\280.png,./processed/ISIC2018\masks\280.png,2
./processed/ISIC2018\images\493.png,./processed/ISIC2018\masks\493.png,2
./processed/ISIC2018\images\32.png,./processed/ISIC2018\masks\32.png,2
./processed/ISIC2018\images\472.png,./processed/ISIC2018\masks\472.png,2
./processed/ISIC2018\images\804.png,./processed/ISIC2018\masks\804.png,2
./processed/ISIC2018\images\214.png,./processed/ISIC2018\masks\214.png,2
./processed/ISIC2018\images\672.png,./processed/ISIC2018\masks\672.png,2
./processed/ISIC2018\images\460.png,./processed/ISIC2018\masks\460.png,2
./processed/ISIC2018\images\726.png,./processed/ISIC2018\masks\726.png,2
./processed/ISIC2018\images\715.png,./processed/ISIC2018\masks\715.png,2
./processed/ISIC2018\images\824.png,./processed/ISIC2018\masks\824.png,2
./processed/ISIC2018\images\296.png,./processed/ISIC2018\masks\296.png,2
./processed/ISIC2018\images\676.png,./processed/ISIC2018\masks\676.png,2
./processed/ISIC2018\images\826.png,./processed/ISIC2018\masks\826.png,2
./processed/ISIC2018\images\70.png,./processed/ISIC2018\masks\70.png,2
./processed/ISIC2018\images\829.png,./processed/ISIC2018\masks\829.png,2
./processed/ISIC2018\images\660.png,./processed/ISIC2018\masks\660.png,2
./processed/ISIC2018\images\768.png,./processed/ISIC2018\masks\768.png,2
./processed/ISIC2018\images\856.png,./processed/ISIC2018\masks\856.png,2
./processed/ISIC2018\images\446.png,./processed/ISIC2018\masks\446.png,2
./processed/ISIC2018\images\872.png,./processed/ISIC2018\masks\872.png,2
./processed/ISIC2018\images\557.png,./processed/ISIC2018\masks\557.png,2
./processed/ISIC2018\images\339.png,./processed/ISIC2018\masks\339.png,2
./processed/ISIC2018\images\754.png,./processed/ISIC2018\masks\754.png,2
./processed/ISIC2018\images\496.png,./processed/ISIC2018\masks\496.png,2
./processed/ISIC2018\images\545.png,./processed/ISIC2018\masks\545.png,2
./processed/ISIC2018\images\2.png,./processed/ISIC2018\masks\2.png,2
./processed/ISIC2018\images\307.png,./processed/ISIC2018\masks\307.png,2
./processed/ISIC2018\images\792.png,./processed/ISIC2018\masks\792.png,2
./processed/ISIC2018\images\645.png,./processed/ISIC2018\masks\645.png,2
./processed/ISIC2018\images\702.png,./processed/ISIC2018\masks\702.png,2
./processed/ISIC2018\images\434.png,./processed/ISIC2018\masks\434.png,2
./processed/ISIC2018\images\880.png,./processed/ISIC2018\masks\880.png,2
./processed/ISIC2018\images\865.png,./processed/ISIC2018\masks\865.png,2
./processed/ISIC2018\images\308.png,./processed/ISIC2018\masks\308.png,2
./processed/ISIC2018\images\744.png,./processed/ISIC2018\masks\744.png,2
./processed/ISIC2018\images\707.png,./processed/ISIC2018\masks\707.png,2
./processed/ISIC2018\images\384.png,./processed/ISIC2018\masks\384.png,2
./processed/ISIC2018\images\682.png,./processed/ISIC2018\masks\682.png,2
./processed/ISIC2018\images\468.png,./processed/ISIC2018\masks\468.png,2
./processed/ISIC2018\images\813.png,./processed/ISIC2018\masks\813.png,2
./processed/ISIC2018\images\420.png,./processed/ISIC2018\masks\420.png,2
./processed/ISIC2018\images\330.png,./processed/ISIC2018\masks\330.png,2
./processed/ISIC2018\images\663.png,./processed/ISIC2018\masks\663.png,2
./processed/ISIC2018\images\668.png,./processed/ISIC2018\masks\668.png,2
./processed/ISIC2018\images\352.png,./processed/ISIC2018\masks\352.png,2
./processed/ISIC2018\images\437.png,./processed/ISIC2018\masks\437.png,2
./processed/ISIC2018\images\444.png,./processed/ISIC2018\masks\444.png,2
./processed/ISIC2018\images\30.png,./processed/ISIC2018\masks\30.png,2
./processed/ISIC2018\images\857.png,./processed/ISIC2018\masks\857.png,2
./processed/ISIC2018\images\808.png,./processed/ISIC2018\masks\808.png,2
./processed/ISIC2018\images\523.png,./processed/ISIC2018\masks\523.png,2
./processed/ISIC2018\images\410.png,./processed/ISIC2018\masks\410.png,2
./processed/ISIC2018\images\553.png,./processed/ISIC2018\masks\553.png,2
./processed/ISIC2018\images\674.png,./processed/ISIC2018\masks\674.png,2
./processed/ISIC2018\images\885.png,./processed/ISIC2018\masks\885.png,2
./processed/ISIC2018\images\837.png,./processed/ISIC2018\masks\837.png,2
./processed/ISIC2018\images\818.png,./processed/ISIC2018\masks\818.png,2
./processed/ISIC2018\images\656.png,./processed/ISIC2018\masks\656.png,2
./processed/ISIC2018\images\780.png,./processed/ISIC2018\masks\780.png,2
./processed/ISIC2018\images\68.png,./processed/ISIC2018\masks\68.png,2
./processed/ISIC2018\images\774.png,./processed/ISIC2018\masks\774.png,2
./processed/ISIC2018\images\6.png,./processed/ISIC2018\masks\6.png,2
./processed/ISIC2018\images\860.png,./processed/ISIC2018\masks\860.png,2
./processed/ISIC2018\images\618.png,./processed/ISIC2018\masks\618.png,2
./processed/ISIC2018\images\175.png,./processed/ISIC2018\masks\175.png,2
./processed/ISIC2018\images\316.png,./processed/ISIC2018\masks\316.png,2
./processed/ISIC2018\images\727.png,./processed/ISIC2018\masks\727.png,2
./processed/ISIC2018\images\241.png,./processed/ISIC2018\masks\241.png,2
./processed/ISIC2018\images\570.png,./processed/ISIC2018\masks\570.png,2
./processed/ISIC2018\images\13.png,./processed/ISIC2018\masks\13.png,2
./processed/ISIC2018\images\585.png,./processed/ISIC2018\masks\585.png,2
./processed/ISIC2018\images\251.png,./processed/ISIC2018\masks\251.png,2
./processed/ISIC2018\images\688.png,./processed/ISIC2018\masks\688.png,2
./processed/ISIC2018\images\782.png,./processed/ISIC2018\masks\782.png,2
./processed/ISIC2018\images\775.png,./processed/ISIC2018\masks\775.png,2
./processed/ISIC2018\images\85.png,./processed/ISIC2018\masks\85.png,2
./processed/ISIC2018\images\184.png,./processed/ISIC2018\masks\184.png,2
./processed/ISIC2018\images\605.png,./processed/ISIC2018\masks\605.png,2
./processed/ISIC2018\images\314.png,./processed/ISIC2018\masks\314.png,2
./processed/ISIC2018\images\615.png,./processed/ISIC2018\masks\615.png,2
./processed/ISIC2018\images\72.png,./processed/ISIC2018\masks\72.png,2
./processed/ISIC2018\images\512.png,./processed/ISIC2018\masks\512.png,2
./processed/ISIC2018\images\597.png,./processed/ISIC2018\masks\597.png,2
./processed/ISIC2018\images\84.png,./processed/ISIC2018\masks\84.png,2
./processed/ISIC2018\images\284.png,./processed/ISIC2018\masks\284.png,2
./processed/ISIC2018\images\451.png,./processed/ISIC2018\masks\451.png,2
./processed/ISIC2018\images\456.png,./processed/ISIC2018\masks\456.png,2
./processed/ISIC2018\images\776.png,./processed/ISIC2018\masks\776.png,2
./processed/ISIC2018\images\294.png,./processed/ISIC2018\masks\294.png,2
./processed/ISIC2018\images\101.png,./processed/ISIC2018\masks\101.png,2
./processed/ISIC2018\images\677.png,./processed/ISIC2018\masks\677.png,2
./processed/ISIC2018\images\812.png,./processed/ISIC2018\masks\812.png,2
./processed/ISIC2018\images\65.png,./processed/ISIC2018\masks\65.png,2
./processed/ISIC2018\images\763.png,./processed/ISIC2018\masks\763.png,2
./processed/ISIC2018\images\590.png,./processed/ISIC2018\masks\590.png,2
./processed/ISIC2018\images\751.png,./processed/ISIC2018\masks\751.png,2
./processed/ISIC2018\images\713.png,./processed/ISIC2018\masks\713.png,2
./processed/ISIC2018\images\187.png,./processed/ISIC2018\masks\187.png,2
./processed/ISIC2018\images\753.png,./processed/ISIC2018\masks\753.png,2
./processed/ISIC2018\images\614.png,./processed/ISIC2018\masks\614.png,2
./processed/ISIC2018\images\464.png,./processed/ISIC2018\masks\464.png,2
./processed/ISIC2018\images\550.png,./processed/ISIC2018\masks\550.png,2
./processed/ISIC2018\images\140.png,./processed/ISIC2018\masks\140.png,2
./processed/ISIC2018\images\127.png,./processed/ISIC2018\masks\127.png,2
./processed/ISIC2018\images\279.png,./processed/ISIC2018\masks\279.png,2
./processed/ISIC2018\images\219.png,./processed/ISIC2018\masks\219.png,2
./processed/ISIC2018\images\122.png,./processed/ISIC2018\masks\122.png,2
./processed/ISIC2018\images\8.png,./processed/ISIC2018\masks\8.png,2
./processed/ISIC2018\images\305.png,./processed/ISIC2018\masks\305.png,2
./processed/ISIC2018\images\539.png,./processed/ISIC2018\masks\539.png,2
./processed/ISIC2018\images\439.png,./processed/ISIC2018\masks\439.png,2
./processed/ISIC2018\images\358.png,./processed/ISIC2018\masks\358.png,2
./processed/ISIC2018\images\475.png,./processed/ISIC2018\masks\475.png,2
./processed/ISIC2018\images\705.png,./processed/ISIC2018\masks\705.png,2
./processed/ISIC2018\images\450.png,./processed/ISIC2018\masks\450.png,2
./processed/ISIC2018\images\631.png,./processed/ISIC2018\masks\631.png,2
./processed/ISIC2018\images\547.png,./processed/ISIC2018\masks\547.png,2
./processed/ISIC2018\images\222.png,./processed/ISIC2018\masks\222.png,2
./processed/ISIC2018\images\154.png,./processed/ISIC2018\masks\154.png,2
./processed/ISIC2018\images\522.png,./processed/ISIC2018\masks\522.png,2
./processed/ISIC2018\images\681.png,./processed/ISIC2018\masks\681.png,2
./processed/ISIC2018\images\213.png,./processed/ISIC2018\masks\213.png,2
./processed/ISIC2018\images\876.png,./processed/ISIC2018\masks\876.png,2
./processed/ISIC2018\images\567.png,./processed/ISIC2018\masks\567.png,2
./processed/ISIC2018\images\156.png,./processed/ISIC2018\masks\156.png,2
./processed/ISIC2018\images\110.png,./processed/ISIC2018\masks\110.png,2
./processed/ISIC2018\images\239.png,./processed/ISIC2018\masks\239.png,2
./processed/ISIC2018\images\134.png,./processed/ISIC2018\masks\134.png,2
./processed/ISIC2018\images\541.png,./processed/ISIC2018\masks\541.png,2
./processed/ISIC2018\images\44.png,./processed/ISIC2018\masks\44.png,2
./processed/ISIC2018\images\267.png,./processed/ISIC2018\masks\267.png,2
./processed/ISIC2018\images\786.png,./processed/ISIC2018\masks\786.png,2
./processed/ISIC2018\images\293.png,./processed/ISIC2018\masks\293.png,2
./processed/ISIC2018\images\145.png,./processed/ISIC2018\masks\145.png,2
./processed/ISIC2018\images\401.png,./processed/ISIC2018\masks\401.png,2
./processed/ISIC2018\images\772.png,./processed/ISIC2018\masks\772.png,2
./processed/ISIC2018\images\746.png,./processed/ISIC2018\masks\746.png,2
./processed/ISIC2018\images\750.png,./processed/ISIC2018\masks\750.png,2
./processed/ISIC2018\images\364.png,./processed/ISIC2018\masks\364.png,2
./processed/ISIC2018\images\73.png,./processed/ISIC2018\masks\73.png,2
./processed/ISIC2018\images\324.png,./processed/ISIC2018\masks\324.png,2
./processed/ISIC2018\images\752.png,./processed/ISIC2018\masks\752.png,2
./processed/ISIC2018\images\513.png,./processed/ISIC2018\masks\513.png,2
./processed/ISIC2018\images\508.png,./processed/ISIC2018\masks\508.png,2
./processed/ISIC2018\images\96.png,./processed/ISIC2018\masks\96.png,2
./processed/ISIC2018\images\340.png,./processed/ISIC2018\masks\340.png,2
./processed/ISIC2018\images\28.png,./processed/ISIC2018\masks\28.png,2
./processed/ISIC2018\images\243.png,./processed/ISIC2018\masks\243.png,2
./processed/ISIC2018\images\599.png,./processed/ISIC2018\masks\599.png,2
./processed/ISIC2018\images\755.png,./processed/ISIC2018\masks\755.png,2
./processed/ISIC2018\images\46.png,./processed/ISIC2018\masks\46.png,2
./processed/ISIC2018\images\730.png,./processed/ISIC2018\masks\730.png,2
./processed/ISIC2018\images\527.png,./processed/ISIC2018\masks\527.png,2
./processed/ISIC2018\images\793.png,./processed/ISIC2018\masks\793.png,2
./processed/ISIC2018\images\193.png,./processed/ISIC2018\masks\193.png,2
./processed/ISIC2018\images\607.png,./processed/ISIC2018\masks\607.png,2
./processed/ISIC2018\images\449.png,./processed/ISIC2018\masks\449.png,2
./processed/ISIC2018\images\1.png,./processed/ISIC2018\masks\1.png,2
./processed/ISIC2018\images\844.png,./processed/ISIC2018\masks\844.png,2
./processed/ISIC2018\images\603.png,./processed/ISIC2018\masks\603.png,2
./processed/ISIC2018\images\170.png,./processed/ISIC2018\masks\170.png,2
./processed/ISIC2018\images\283.png,./processed/ISIC2018\masks\283.png,2
./processed/ISIC2018\images\129.png,./processed/ISIC2018\masks\129.png,2
./processed/ISIC2018\images\797.png,./processed/ISIC2018\masks\797.png,2
./processed/ISIC2018\images\556.png,./processed/ISIC2018\masks\556.png,2
./processed/ISIC2018\images\483.png,./processed/ISIC2018\masks\483.png,2
./processed/ISIC2018\images\507.png,./processed/ISIC2018\masks\507.png,2
./processed/ISIC2018\images\428.png,./processed/ISIC2018\masks\428.png,2
./processed/ISIC2018\images\180.png,./processed/ISIC2018\masks\180.png,2
./processed/ISIC2018\images\403.png,./processed/ISIC2018\masks\403.png,2
./processed/ISIC2018\images\606.png,./processed/ISIC2018\masks\606.png,2
./processed/ISIC2018\images\409.png,./processed/ISIC2018\masks\409.png,2
./processed/ISIC2018\images\798.png,./processed/ISIC2018\masks\798.png,2
./processed/ISIC2018\images\315.png,./processed/ISIC2018\masks\315.png,2
./processed/ISIC2018\images\11.png,./processed/ISIC2018\masks\11.png,2
./processed/ISIC2018\images\382.png,./processed/ISIC2018\masks\382.png,2
./processed/ISIC2018\images\639.png,./processed/ISIC2018\masks\639.png,2
./processed/ISIC2018\images\447.png,./processed/ISIC2018\masks\447.png,2
./processed/ISIC2018\images\344.png,./processed/ISIC2018\masks\344.png,2
./processed/ISIC2018\images\248.png,./processed/ISIC2018\masks\248.png,2
./processed/ISIC2018\images\92.png,./processed/ISIC2018\masks\92.png,2
./processed/ISIC2018\images\680.png,./processed/ISIC2018\masks\680.png,2
./processed/ISIC2018\images\835.png,./processed/ISIC2018\masks\835.png,2
./processed/ISIC2018\images\534.png,./processed/ISIC2018\masks\534.png,2
./processed/ISIC2018\images\88.png,./processed/ISIC2018\masks\88.png,2
./processed/ISIC2018\images\552.png,./processed/ISIC2018\masks\552.png,2
./processed/ISIC2018\images\847.png,./processed/ISIC2018\masks\847.png,2
./processed/ISIC2018\images\317.png,./processed/ISIC2018\masks\317.png,2
./processed/ISIC2018\images\608.png,./processed/ISIC2018\masks\608.png,2
./processed/ISIC2018\images\604.png,./processed/ISIC2018\masks\604.png,2
./processed/ISIC2018\images\716.png,./processed/ISIC2018\masks\716.png,2
./processed/ISIC2018\images\269.png,./processed/ISIC2018\masks\269.png,2
./processed/ISIC2018\images\802.png,./processed/ISIC2018\masks\802.png,2
./processed/ISIC2018\images\728.png,./processed/ISIC2018\masks\728.png,2
./processed/ISIC2018\images\526.png,./processed/ISIC2018\masks\526.png,2
./processed/ISIC2018\images\711.png,./processed/ISIC2018\masks\711.png,2
./processed/ISIC2018\images\558.png,./processed/ISIC2018\masks\558.png,2
./processed/ISIC2018\images\150.png,./processed/ISIC2018\masks\150.png,2
./processed/ISIC2018\images\525.png,./processed/ISIC2018\masks\525.png,2
./processed/ISIC2018\images\602.png,./processed/ISIC2018\masks\602.png,2
./processed/ISIC2018\images\771.png,./processed/ISIC2018\masks\771.png,2
./processed/ISIC2018\images\325.png,./processed/ISIC2018\masks\325.png,2
./processed/ISIC2018\images\117.png,./processed/ISIC2018\masks\117.png,2
./processed/ISIC2018\images\380.png,./processed/ISIC2018\masks\380.png,2
./processed/ISIC2018\images\511.png,./processed/ISIC2018\masks\511.png,2
./processed/ISIC2018\images\242.png,./processed/ISIC2018\masks\242.png,2
./processed/ISIC2018\images\347.png,./processed/ISIC2018\masks\347.png,2
./processed/ISIC2018\images\270.png,./processed/ISIC2018\masks\270.png,2
./processed/ISIC2018\images\445.png,./processed/ISIC2018\masks\445.png,2
./processed/ISIC2018\images\823.png,./processed/ISIC2018\masks\823.png,2
./processed/ISIC2018\images\470.png,./processed/ISIC2018\masks\470.png,2
./processed/ISIC2018\images\540.png,./processed/ISIC2018\masks\540.png,2
./processed/ISIC2018\images\407.png,./processed/ISIC2018\masks\407.png,2
./processed/ISIC2018\images\791.png,./processed/ISIC2018\masks\791.png,2
./processed/ISIC2018\images\376.png,./processed/ISIC2018\masks\376.png,2
./processed/ISIC2018\images\694.png,./processed/ISIC2018\masks\694.png,2
./processed/ISIC2018\images\215.png,./processed/ISIC2018\masks\215.png,2
./processed/ISIC2018\images\696.png,./processed/ISIC2018\masks\696.png,2
./processed/ISIC2018\images\188.png,./processed/ISIC2018\masks\188.png,2
./processed/ISIC2018\images\433.png,./processed/ISIC2018\masks\433.png,2
./processed/ISIC2018\images\177.png,./processed/ISIC2018\masks\177.png,2
./processed/ISIC2018\images\510.png,./processed/ISIC2018\masks\510.png,2
./processed/ISIC2018\images\396.png,./processed/ISIC2018\masks\396.png,2
./processed/ISIC2018\images\291.png,./processed/ISIC2018\masks\291.png,2
./processed/ISIC2018\images\518.png,./processed/ISIC2018\masks\518.png,2
./processed/ISIC2018\images\207.png,./processed/ISIC2018\masks\207.png,2
./processed/ISIC2018\images\651.png,./processed/ISIC2018\masks\651.png,2
./processed/ISIC2018\images\116.png,./processed/ISIC2018\masks\116.png,2
./processed/ISIC2018\images\729.png,./processed/ISIC2018\masks\729.png,2
./processed/ISIC2018\images\162.png,./processed/ISIC2018\masks\162.png,2
./processed/ISIC2018\images\194.png,./processed/ISIC2018\masks\194.png,2
./processed/ISIC2018\images\341.png,./processed/ISIC2018\masks\341.png,2
./processed/ISIC2018\images\873.png,./processed/ISIC2018\masks\873.png,2
./processed/ISIC2018\images\490.png,./processed/ISIC2018\masks\490.png,2
./processed/ISIC2018\images\190.png,./processed/ISIC2018\masks\190.png,2
